short_name,club_name,player_name,club_involved_name,fee_cleaned,league_name,year,age,position,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Rochinha,Boavista FC,Rochinha,Vit. Guimarães,0.36,Liga Nos,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Abarhoun,Moreirense FC,Mohamed Abarhoun,C. Rizespor,0.225,Liga Nos,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F. Andrade,CD Santa Clara,Fernando Andrade,FC Porto,1.35,Liga Nos,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. Ié,Belenenses SAD,Edgar Ié,LOSC Lille,3.15,Liga Nos,2017,26.0,Defender,988.0,523.0,465.0,Portugal,12.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,18.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,55.0,82.0,988.0,0.0,0.09,240.0,281.0,148.0,13.0
R. Pinto,Belenenses SAD,Rúben Pinto,CSKA Sofia,0.27,Liga Nos,2017,28.0,Midfielder,166.0,90.0,76.0,Portugal,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,83.0,83.0,166.0,0.0,0.54,-1.0,-1.0,-1.0,26.0
Ederson,SL Benfica,Ederson,Man City,36.0,Liga Nos,2017,27.0,Goalkeeper,2381.0,1301.0,1080.0,Brazil,27.0,15.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,18.0,10.0,8.0,12.0,7.0,5.0,5.0,1.0,0.04,0.04,0.0,0.0,0.0,0.0,0.45,198.0,88.0,397.0,2381.0,0.23,364.0,183.0,8.0,27.0
N. Semedo,SL Benfica,Nélson Semedo,FC Barcelona,32.13,Liga Nos,2017,27.0,Defender,2781.0,1431.0,1350.0,Portugal,31.0,16.0,15.0,1.0,0.0,1.0,6.0,5.0,1.0,0.0,0.0,18.0,9.0,9.0,15.0,8.0,7.0,6.0,0.0,0.23,0.19,0.03,0.0,0.07,2781.0,0.49,185.0,90.0,464.0,464.0,0.19,213.0,50.0,10.0,15.0
V. Lindelöf,SL Benfica,Victor Lindelöf,Man Utd,31.5,Liga Nos,2017,26.0,Defender,2880.0,1530.0,1350.0,Sweden,32.0,17.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,10.0,14.0,8.0,6.0,1.0,0.0,0.03,0.0,0.03,0.0,0.07,2880.0,0.44,206.0,90.0,2880.0,0.0,0.03,210.0,288.0,6.0,16.0
K. Mitroglou,SL Benfica,Konstantinos Mitroglou,Marseille,13.5,Liga Nos,2017,33.0,Forward,2243.0,1080.0,1163.0,Greece,28.0,14.0,14.0,16.0,10.0,6.0,1.0,1.0,0.0,0.0,0.0,17.0,8.0,9.0,11.0,4.0,7.0,2.0,0.0,0.68,0.04,0.64,0.83,0.46,140.0,0.44,204.0,80.0,1122.0,2243.0,0.08,5.0,176.0,-1.0,1.0
Marçal,SL Benfica,Marçal,Olympique Lyon,4.05,Liga Nos,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G. Celis,SL Benfica,Guillermo Celis,Vit. Guimarães,1.58,Liga Nos,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H. Mukhtar,SL Benfica,Hany Mukhtar,Bröndby IF,1.35,Liga Nos,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Carrillo,SL Benfica,André Carrillo,Watford,0.9,Liga Nos,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Candeias,SL Benfica,Daniel Candeias,Rangers,0.72,Liga Nos,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Murillo,SL Benfica,Jhon Murillo,Kasimpasa,0.675,Liga Nos,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. Rebocho,SL Benfica,Pedro Rebocho,Guingamp,0.495,Liga Nos,2017,26.0,Defender,2596.0,1336.0,1260.0,Portugal,29.0,15.0,14.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,1.0,5.0,3.0,2.0,39.0,17.0,22.0,3.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,1.35,67.0,90.0,865.0,649.0,0.1,267.0,87.0,121.0,19.0
L. Jovic,SL Benfica,Luka Jovic,E. Frankfurt,0.18,Liga Nos,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Tagliapietra,Boavista FC,Lucas Tagliapietra,LDU Quito,0.45,Liga Nos,2017,30.0,Defender,2790.0,1440.0,1350.0,Brazil,31.0,16.0,15.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,6.0,30.0,12.0,18.0,5.0,1.0,0.1,0.0,0.1,0.13,0.07,930.0,0.97,93.0,90.0,465.0,0.0,0.19,152.0,295.0,45.0,4.0
P. Neto,SC Braga,Pedro Neto,Lazio,6.75,Liga Nos,2017,21.0,Forward,47.0,18.0,29.0,Portugal,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.91,0.0,1.91,5.0,0.0,47.0,1.91,47.0,24.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,11.0
R. Fonte,SC Braga,Rui Fonte,Fulham,6.18,Liga Nos,2017,30.0,Forward,2211.0,1212.0,999.0,Portugal,26.0,14.0,12.0,11.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,4.0,4.0,23.0,16.0,7.0,6.0,0.0,0.49,0.04,0.45,0.74,0.09,201.0,0.94,96.0,85.0,369.0,2211.0,0.24,16.0,184.0,-1.0,1.0
Xeka,SC Braga,Xeka,LOSC Lille,4.5,Liga Nos,2017,26.0,Midfielder,886.0,542.0,344.0,Portugal,11.0,7.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,2.0,7.0,6.0,1.0,4.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.71,127.0,81.0,222.0,886.0,0.41,282.0,113.0,-1.0,18.0
R. Battaglia,SC Braga,Rodrigo Battaglia,Sporting CP,4.05,Liga Nos,2017,29.0,Midfielder,2700.0,1530.0,1170.0,Argentina,30.0,17.0,13.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,4.0,31.0,18.0,13.0,5.0,0.0,0.13,0.0,0.13,0.18,0.08,675.0,1.03,87.0,90.0,540.0,0.0,0.17,118.0,393.0,-1.0,6.0
B. Jordão,SC Braga,Bruno Jordão,Lazio,3.6,Liga Nos,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. Santos,SC Braga,Pedro Santos,Columbus Crew,1.8,Liga Nos,2017,32.0,Forward,2025.0,1030.0,995.0,Portugal,27.0,14.0,13.0,6.0,3.0,3.0,7.0,6.0,1.0,2.0,1.0,7.0,4.0,3.0,26.0,12.0,14.0,8.0,0.0,0.58,0.31,0.27,0.26,0.27,338.0,1.16,78.0,75.0,253.0,289.0,0.36,53.0,11.0,-1.0,3.0
T. Martínez,SC Braga,Tomás Martínez,Houston,1.49,Liga Nos,2017,26.0,Midfielder,68.0,61.0,7.0,Argentina,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,68.0,23.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,25.0
N. Stojiljkovic,SC Braga,Nikola Stojiljkovic,Kayserispor,0.45,Liga Nos,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aílton,Estoril Praia,Aílton,VfB Stuttgart,2.25,Liga Nos,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlinhos,Estoril Praia,Carlinhos,Standard Liège,2.25,Liga Nos,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mattheus,Estoril Praia,Mattheus,Sporting CP,1.8,Liga Nos,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Amado,Estoril Praia,Diogo Amado,Al-Gharafa SC,0.495,Liga Nos,2017,31.0,Midfielder,2553.0,1124.0,1429.0,Portugal,29.0,13.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,4.0,30.0,12.0,18.0,6.0,0.0,0.04,0.0,0.04,0.0,0.06,2553.0,1.06,85.0,88.0,426.0,0.0,0.21,197.0,309.0,-1.0,14.0
V. Alves,CD Feirense,Vaná Alves,FC Porto,0.9,Liga Nos,2017,29.0,Goalkeeper,2250.0,1170.0,1080.0,Brazil,25.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,30.0,14.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,75.0,90.0,1125.0,0.0,0.08,389.0,385.0,93.0,18.0
R. Silva,CS Marítimo,Raúl Silva,Braga,1.8,Liga Nos,2017,27.0,Midfielder,1175.0,509.0,666.0,Portugal,21.0,10.0,11.0,2.0,2.0,0.0,4.0,3.0,1.0,0.0,0.0,12.0,6.0,6.0,10.0,6.0,4.0,1.0,0.0,0.46,0.31,0.15,0.35,0.0,588.0,0.77,118.0,56.0,1175.0,294.0,0.08,103.0,12.0,-1.0,9.0
R. Silva,CS Marítimo,Raúl Silva,Braga,1.8,Liga Nos,2017,31.0,Defender,2595.0,1425.0,1170.0,Brazil,29.0,16.0,13.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,6.0,23.0,9.0,14.0,8.0,1.0,0.24,0.0,0.24,0.32,0.15,371.0,0.8,113.0,89.0,324.0,0.0,0.28,66.0,388.0,26.0,1.0
R. Silva,CS Marítimo,Raúl Silva,Braga,1.8,Liga Nos,2017,40.0,Defender,1260.0,630.0,630.0,Cape Verde,14.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,18.0,4.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,70.0,90.0,630.0,0.0,0.14,238.0,221.0,111.0,22.0
R. Silva,CS Marítimo,Raúl Silva,Braga,1.8,Liga Nos,2017,27.0,Goalkeeper,1620.0,810.0,810.0,Portugal,18.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,26.0,12.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,62.0,90.0,1620.0,0.0,0.06,289.0,355.0,134.0,26.0
Fransérgio,CS Marítimo,Fransérgio,Braga,1.13,Liga Nos,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Sousa,CS Marítimo,Dyego Sousa,Braga,0.266,Liga Nos,2017,31.0,Forward,1205.0,642.0,563.0,Brazil,15.0,8.0,7.0,5.0,4.0,1.0,1.0,1.0,0.0,2.0,0.0,8.0,4.0,4.0,8.0,5.0,3.0,0.0,0.0,0.45,0.07,0.37,0.56,0.16,241.0,0.6,151.0,80.0,0.0,1205.0,0.0,29.0,149.0,-1.0,2.0
E. Boateng,Moreirense FC,Emmanuel Boateng,Levante,1.8,Liga Nos,2017,24.0,Forward,1651.0,926.0,725.0,Ghana,26.0,14.0,12.0,7.0,3.0,4.0,4.0,2.0,2.0,0.0,0.0,4.0,3.0,1.0,29.0,14.0,15.0,3.0,1.0,0.6,0.22,0.38,0.29,0.5,236.0,1.58,57.0,64.0,550.0,413.0,0.16,24.0,42.0,-1.0,1.0
Cauê,Moreirense FC,Cauê,Omiya Ardija,0.675,Liga Nos,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. Rebocho,Moreirense FC,Pedro Rebocho,Benfica,0.135,Liga Nos,2017,26.0,Defender,2596.0,1336.0,1260.0,Portugal,29.0,15.0,14.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,1.0,5.0,3.0,2.0,39.0,17.0,22.0,3.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,1.35,67.0,90.0,865.0,649.0,0.1,267.0,87.0,121.0,19.0
Gegé,FC Paços de Ferreira,Gegé,Al-Feiha,0.45,Liga Nos,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Silva,FC Porto,André Silva,AC Milan,34.2,Liga Nos,2017,32.0,Midfielder,2160.0,1044.0,1116.0,Portugal,27.0,14.0,13.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,10.0,6.0,4.0,25.0,8.0,17.0,6.0,0.0,0.25,0.08,0.17,0.17,0.16,540.0,1.04,86.0,80.0,360.0,1080.0,0.25,95.0,140.0,-1.0,4.0
A. Silva,FC Porto,André Silva,AC Milan,34.2,Liga Nos,2017,26.0,Defender,1329.0,742.0,587.0,Brazil,18.0,10.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,15.0,8.0,7.0,10.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,1.02,89.0,74.0,133.0,1329.0,0.68,275.0,152.0,54.0,20.0
A. Silva,FC Porto,André Silva,AC Milan,34.2,Liga Nos,2017,41.0,Forward,810.0,427.0,383.0,Portugal,22.0,11.0,11.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,6.0,3.0,3.0,7.0,5.0,2.0,2.0,0.0,0.33,0.22,0.11,0.21,0.0,810.0,0.78,116.0,37.0,405.0,405.0,0.22,140.0,39.0,-1.0,15.0
A. Silva,FC Porto,André Silva,AC Milan,34.2,Liga Nos,2017,24.0,Forward,109.0,19.0,90.0,Portugal,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,109.0,27.0,55.0,0.0,1.65,-1.0,-1.0,-1.0,21.0
A. Silva,FC Porto,André Silva,AC Milan,34.2,Liga Nos,2017,25.0,Forward,2455.0,1375.0,1080.0,Portugal,32.0,17.0,15.0,16.0,11.0,5.0,5.0,2.0,3.0,5.0,2.0,17.0,9.0,8.0,12.0,7.0,5.0,2.0,0.0,0.77,0.18,0.59,0.72,0.42,153.0,0.44,205.0,77.0,1228.0,491.0,0.07,7.0,58.0,-1.0,2.0
A. Silva,FC Porto,André Silva,AC Milan,34.2,Liga Nos,2017,38.0,Forward,1698.0,846.0,852.0,Portugal,26.0,13.0,13.0,8.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,8.0,7.0,1.0,22.0,7.0,15.0,4.0,0.0,0.42,0.0,0.42,0.21,0.63,212.0,1.17,77.0,65.0,425.0,0.0,0.21,18.0,231.0,-1.0,1.0
R. Neves,FC Porto,Rúben Neves,Wolves,16.11,Liga Nos,2017,24.0,Midfielder,626.0,254.0,372.0,Portugal,13.0,7.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,5.0,2.0,1.0,1.0,4.0,0.0,0.14,0.0,0.14,0.35,0.0,626.0,0.29,313.0,48.0,157.0,0.0,0.58,115.0,270.0,-1.0,15.0
B. Indi,FC Porto,Bruno Martins Indi,Stoke City,6.93,Liga Nos,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Depoitre,FC Porto,Laurent Depoitre,Huddersfield,3.42,Liga Nos,2017,32.0,Forward,244.0,117.0,127.0,Belgium,7.0,3.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.74,0.37,0.37,0.77,0.0,244.0,0.0,0.0,35.0,0.0,244.0,0.0,-1.0,-1.0,-1.0,16.0
A. Fernández,FC Porto,Andrés Fernández,Villarreal,1.8,Liga Nos,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Agu,FC Porto,Mikel Agu,Bursaspor,0.27,Liga Nos,2017,27.0,Midfielder,2194.0,991.0,1203.0,Nigeria,27.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,2.0,30.0,9.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,73.0,81.0,366.0,0.0,0.25,337.0,326.0,-1.0,18.0
F. Krovinovic,Rio Ave FC,Filip Krovinovic,Benfica,3.15,Liga Nos,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Miranda,Rio Ave FC,Roderick Miranda,Wolves,2.7,Liga Nos,2017,29.0,Defender,2970.0,1440.0,1530.0,Portugal,33.0,16.0,17.0,3.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,12.0,6.0,6.0,36.0,17.0,19.0,4.0,1.0,0.15,0.06,0.09,0.06,0.12,990.0,1.09,83.0,90.0,743.0,1485.0,0.12,160.0,165.0,72.0,5.0
W. Jebor,Rio Ave FC,William Jebor,Al-Nassr,0.342,Liga Nos,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Silva,Sporting CP,Adrien Silva,Leicester,22.5,Liga Nos,2017,32.0,Midfielder,2160.0,1044.0,1116.0,Portugal,27.0,14.0,13.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,10.0,6.0,4.0,25.0,8.0,17.0,6.0,0.0,0.25,0.08,0.17,0.17,0.16,540.0,1.04,86.0,80.0,360.0,1080.0,0.25,95.0,140.0,-1.0,4.0
A. Silva,Sporting CP,Adrien Silva,Leicester,22.5,Liga Nos,2017,26.0,Defender,1329.0,742.0,587.0,Brazil,18.0,10.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,15.0,8.0,7.0,10.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,1.02,89.0,74.0,133.0,1329.0,0.68,275.0,152.0,54.0,20.0
A. Silva,Sporting CP,Adrien Silva,Leicester,22.5,Liga Nos,2017,41.0,Forward,810.0,427.0,383.0,Portugal,22.0,11.0,11.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,6.0,3.0,3.0,7.0,5.0,2.0,2.0,0.0,0.33,0.22,0.11,0.21,0.0,810.0,0.78,116.0,37.0,405.0,405.0,0.22,140.0,39.0,-1.0,15.0
A. Silva,Sporting CP,Adrien Silva,Leicester,22.5,Liga Nos,2017,24.0,Forward,109.0,19.0,90.0,Portugal,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,109.0,27.0,55.0,0.0,1.65,-1.0,-1.0,-1.0,21.0
A. Silva,Sporting CP,Adrien Silva,Leicester,22.5,Liga Nos,2017,25.0,Forward,2455.0,1375.0,1080.0,Portugal,32.0,17.0,15.0,16.0,11.0,5.0,5.0,2.0,3.0,5.0,2.0,17.0,9.0,8.0,12.0,7.0,5.0,2.0,0.0,0.77,0.18,0.59,0.72,0.42,153.0,0.44,205.0,77.0,1228.0,491.0,0.07,7.0,58.0,-1.0,2.0
A. Silva,Sporting CP,Adrien Silva,Leicester,22.5,Liga Nos,2017,38.0,Forward,1698.0,846.0,852.0,Portugal,26.0,13.0,13.0,8.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,8.0,7.0,1.0,22.0,7.0,15.0,4.0,0.0,0.42,0.0,0.42,0.21,0.63,212.0,1.17,77.0,65.0,425.0,0.0,0.21,18.0,231.0,-1.0,1.0
R. Semedo,Sporting CP,Rúben Semedo,Villarreal,12.6,Liga Nos,2017,26.0,Defender,2091.0,1036.0,1055.0,Portugal,24.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,4.0,22.0,6.0,16.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,95.0,87.0,299.0,0.0,0.3,345.0,364.0,44.0,27.0
P. Oliveira,Sporting CP,Paulo Oliveira,SD Eibar,3.6,Liga Nos,2017,29.0,Defender,917.0,540.0,377.0,Portugal,13.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,14.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,66.0,71.0,459.0,0.0,0.2,352.0,349.0,123.0,22.0
M. Zeegelaar,Sporting CP,Marvin Zeegelaar,Watford,2.7,Liga Nos,2017,30.0,Defender,1519.0,688.0,831.0,Netherlands,20.0,9.0,11.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,8.0,4.0,4.0,18.0,5.0,13.0,6.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,1.07,84.0,76.0,253.0,760.0,0.36,351.0,106.0,63.0,20.0
E. Schelotto,Sporting CP,Ezequiel Schelotto,Brighton,2.7,Liga Nos,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Gutiérrez,Sporting CP,Teófilo Gutiérrez,Junior FC,1.64,Liga Nos,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ewerton,Sporting CP,Ewerton,1.FC Nuremberg,0.765,Liga Nos,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B. Gaspar,Vitória Guimarães SC,Bruno Gaspar,Fiorentina,3.6,Liga Nos,2017,27.0,Defender,2269.0,1175.0,1094.0,Portugal,28.0,14.0,14.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,11.0,5.0,6.0,24.0,12.0,12.0,8.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.95,95.0,81.0,284.0,567.0,0.32,300.0,71.0,43.0,25.0
J. Sá,Vitória Guimarães SC,Josué Sá,RSC Anderlecht,1.98,Liga Nos,2017,28.0,Goalkeeper,90.0,0.0,90.0,Portugal,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,90.0,45.0,0.0,2.0,-1.0,-1.0,-1.0,25.0
J. Sá,Vitória Guimarães SC,Josué Sá,RSC Anderlecht,1.98,Liga Nos,2017,28.0,Defender,2700.0,1350.0,1350.0,Portugal,30.0,15.0,15.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,12.0,5.0,7.0,32.0,17.0,15.0,5.0,0.0,0.07,0.03,0.03,0.0,0.07,2700.0,1.07,84.0,90.0,540.0,2700.0,0.17,215.0,191.0,67.0,9.0
B. Zungu,Vitória Guimarães SC,Bongani Zungu,Amiens SC,1.8,Liga Nos,2017,28.0,Midfielder,1314.0,625.0,689.0,South Africa,16.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,13.0,2.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,101.0,82.0,657.0,0.0,0.14,286.0,275.0,-1.0,11.0
F. Cardoso,Vitória Setúbal FC,Fábio Cardoso,Rangers,1.35,Liga Nos,2017,26.0,Defender,1983.0,990.0,993.0,Portugal,23.0,11.0,12.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,8.0,6.0,2.0,24.0,8.0,16.0,3.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,1.09,83.0,86.0,661.0,992.0,0.14,340.0,126.0,71.0,16.0
J. Amaral,Vitória Setúbal FC,João Amaral,Benfica,0.54,Liga Nos,2017,29.0,Forward,2281.0,1161.0,1120.0,Portugal,33.0,16.0,17.0,5.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0,10.0,8.0,2.0,27.0,13.0,14.0,1.0,0.0,0.28,0.08,0.2,0.31,0.08,456.0,1.07,84.0,69.0,2281.0,1141.0,0.04,81.0,135.0,-1.0,2.0
B. Varela,Vitória Setúbal FC,Bruno Varela,Benfica,0.09,Liga Nos,2017,26.0,Goalkeeper,2566.0,1170.0,1396.0,Portugal,29.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,1.0,33.0,9.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,78.0,88.0,855.0,0.0,0.11,366.0,365.0,84.0,14.0
L. López,SL Benfica,Lisandro López,Inter,0.405,Liga Nos,2017,31.0,Defender,677.0,180.0,497.0,Argentina,8.0,2.0,6.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,6.0,1.0,5.0,4.0,0.0,0.53,0.13,0.4,0.0,0.54,226.0,0.8,113.0,85.0,169.0,677.0,0.53,22.0,94.0,27.0,6.0
R. Assis,SC Braga,Rafael Assis,Paços Ferreira,0.086,Liga Nos,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Quintero,FC Porto,Juan Fernando Quintero,River Plate,0.45,Liga Nos,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lumor,Portimonense SC,Lumor,Sporting CP,2.25,Liga Nos,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Ribeiro,Rio Ave FC,Rúben Ribeiro,Sporting CP,0.36,Liga Nos,2017,33.0,Midfielder,2266.0,1013.0,1253.0,Portugal,31.0,14.0,17.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,12.0,6.0,6.0,28.0,12.0,16.0,6.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,1.11,81.0,73.0,378.0,1133.0,0.24,255.0,141.0,-1.0,23.0
I. Medeiros,Sporting CP,Iuri Medeiros,Genoa,0.603,Liga Nos,2017,26.0,Forward,2294.0,1113.0,1181.0,Portugal,27.0,13.0,14.0,7.0,4.0,3.0,8.0,4.0,4.0,0.0,0.0,12.0,6.0,6.0,21.0,8.0,13.0,7.0,0.0,0.59,0.31,0.27,0.32,0.23,328.0,0.82,109.0,85.0,328.0,287.0,0.27,55.0,9.0,-1.0,1.0
J. Silva,Sporting CP,Jonathan Silva,AS Roma,0.45,Liga Nos,2017,30.0,Midfielder,559.0,166.0,393.0,Brazil,13.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,7.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,80.0,43.0,280.0,0.0,0.32,348.0,348.0,-1.0,25.0
