club_name,player_name,club_involved_name,fee_cleaned,league_name,year,short_name
Twente Enschede FC,Ola John,Benfica,10.8,Eredivisie,2012,O. John
Twente Enschede FC,Luuk de Jong,Bor. M'gladbach,10.8,Eredivisie,2012,L. Jong
Twente Enschede FC,Steven Berghuis,AZ Alkmaar,0.45,Eredivisie,2012,S. Berghuis
Vitesse Arnhem,Alexander Büttner,Man Utd,4.5,Eredivisie,2012,A. Büttner
Vitesse Arnhem,Mart Lieder,RKC Waalwijk,0.045,Eredivisie,2012,M. Lieder
NEC Nijmegen,Bram Nuytinck,RSC Anderlecht,1.58,Eredivisie,2012,B. Nuytinck
NEC Nijmegen,Erton Fejzullahu,Djurgarden,0.315,Eredivisie,2012,E. Fejzullahu
Roda JC Kerkrade,Przemyslaw Tyton,PSV Eindhoven,2.25,Eredivisie,2012,P. Tyton
NAC Breda,Robbert Schilder,Twente FC,0.81,Eredivisie,2012,R. Schilder
NAC Breda,Ömer Bayram,Kayserispor,0.315,Eredivisie,2012,Ö. Bayram
NAC Breda,Donny Gorter,AZ Alkmaar,0.315,Eredivisie,2012,D. Gorter
NAC Breda,Leonardo,RB Salzburg,0.09,Eredivisie,2012,Leonardo
FC Groningen,Dusan Tadic,Twente FC,4.95,Eredivisie,2012,D. Tadic
FC Groningen,Nicklas Pedersen,KV Mechelen,0.315,Eredivisie,2012,N. Pedersen
FC Groningen,Thomas Enevoldsen,KV Mechelen,0.248,Eredivisie,2012,T. Enevoldsen
FC Groningen,Danny Holla,ADO Den Haag,0.151,Eredivisie,2012,D. Holla
ADO Den Haag,Lex Immers,Feyenoord,0.72,Eredivisie,2012,L. Immers
VVV-Venlo,Maya Yoshida,Southampton,2.52,Eredivisie,2012,M. Yoshida
Ajax Amsterdam,Lorenzo Ebecilio,Metallurg D.,0.09,Eredivisie,2012,L. Ebecilio
Heracles Almelo,Samuel Armenteros,RSC Anderlecht,0.45,Eredivisie,2012,S. Armenteros
Heracles Almelo,Willie Overtoom,AZ Alkmaar,0.27,Eredivisie,2012,W. Overtoom
ADO Den Haag,Jens Toornstra,FC Utrecht,0.855,Eredivisie,2012,J. Toornstra
ADO Den Haag,Garry Rodrigues,Levski Sofia,0.27,Eredivisie,2012,G. Rodrigues
Roda JC Kerkrade,Przemyslaw Tyton,PSV Eindhoven,0.63,Eredivisie,2011,P. Tyton
AZ Alkmaar,Kolbeinn Sigthórsson,Ajax,3.6,Eredivisie,2011,K. Sigthórsson
AZ Alkmaar,Héctor Moreno,Espanyol,2.25,Eredivisie,2011,H. Moreno
AZ Alkmaar,Sergio Romero,Sampdoria,1.89,Eredivisie,2011,S. Romero
AZ Alkmaar,Graziano Pellè,Parma,1.35,Eredivisie,2011,G. Pellè
AZ Alkmaar,Stijn Schaars,Sporting CP,1.22,Eredivisie,2011,S. Schaars
Ajax Amsterdam,Maarten Stekelenburg,AS Roma,6.59,Eredivisie,2011,M. Stekelenburg
Ajax Amsterdam,Demy de Zeeuw,Spartak Moscow,5.4,Eredivisie,2011,D. Zeeuw
Ajax Amsterdam,Jan-Arie van der Heijden,Vitesse,0.27,Eredivisie,2011,J. Heijden
Vitesse Arnhem,Wiljan Pluim,Roda JC,0.315,Eredivisie,2011,W. Pluim
NEC Nijmegen,Björn Vleminckx,Club Brugge,2.97,Eredivisie,2011,B. Vleminckx
NEC Nijmegen,Jasper Cillessen,Ajax,2.9,Eredivisie,2011,J. Cillessen
NEC Nijmegen,Ramon Zomer,Heerenveen,0.585,Eredivisie,2011,R. Zomer
PSV Eindhoven,Balázs Dzsudzsák,Anzhi,12.6,Eredivisie,2011,B. Dzsudzsák
PSV Eindhoven,Francisco Rodríguez,VfB Stuttgart,1.62,Eredivisie,2011,F. Rodríguez
Twente Enschede FC,Bryan Ruíz,Fulham,10.8,Eredivisie,2011,B. Ruíz
Twente Enschede FC,Theo Janssen,Ajax,2.7,Eredivisie,2011,T. Janssen
SC Heerenveen,Roy Beerens,AZ Alkmaar,1.44,Eredivisie,2011,R. Beerens
SC Heerenveen,Christian Grindheim,FC Copenhagen,0.675,Eredivisie,2011,C. Grindheim
RKC Waalwijk,Derk Boerrigter,Ajax,0.495,Eredivisie,2011,D. Boerrigter
Feyenoord Rotterdam,Leroy Fer,Twente FC,4.95,Eredivisie,2011,L. Fer
Feyenoord Rotterdam,Georginio Wijnaldum,PSV Eindhoven,4.5,Eredivisie,2011,G. Wijnaldum
Feyenoord Rotterdam,Luc Castaignos,Inter,1.35,Eredivisie,2011,L. Castaignos
FC Groningen,Tim Matavz,PSV Eindhoven,6.3,Eredivisie,2011,T. Matavz
FC Groningen,Andreas Granqvist,Genoa,2.25,Eredivisie,2011,A. Granqvist
FC Groningen,Jeroen Veldmate,Sparta R.,0.036,Eredivisie,2011,J. Veldmate
FC Utrecht,Dries Mertens,PSV Eindhoven,7.65,Eredivisie,2011,D. Mertens
FC Utrecht,Ricky van Wolfswinkel,Sporting CP,4.57,Eredivisie,2011,R. Wolfswinkel
FC Utrecht,Kevin Strootman,PSV Eindhoven,4.05,Eredivisie,2011,K. Strootman
FC Utrecht,Michel Vorm,Swansea,1.53,Eredivisie,2011,M. Vorm
ADO Den Haag,Timothy Derijck,PSV Eindhoven,0.675,Eredivisie,2011,T. Derijck
AZ Alkmaar,Pontus Wernbloom,CSKA Moscow,2.7,Eredivisie,2011,P. Wernbloom
Twente Enschede FC,Marc Janko,FC Porto,2.7,Eredivisie,2011,M. Janko
Feyenoord Rotterdam,Diego Biseswar,Kayserispor,0.18,Eredivisie,2011,D. Biseswar
ADO Den Haag,Wesley Verhoek,Twente FC,1.35,Eredivisie,2011,W. Verhoek
Heracles Almelo,Glynor Plet,Twente FC,1.35,Eredivisie,2011,G. Plet
VVV-Venlo,Ahmed Musa,CSKA Moscow,4.5,Eredivisie,2011,A. Musa
Roda JC Kerkrade,Przemyslaw Tyton,PSV Eindhoven,0.63,Eredivisie,2011,P. Tyton
AZ Alkmaar,Kolbeinn Sigthórsson,Ajax,3.6,Eredivisie,2011,K. Sigthórsson
AZ Alkmaar,Héctor Moreno,Espanyol,2.25,Eredivisie,2011,H. Moreno
AZ Alkmaar,Sergio Romero,Sampdoria,1.89,Eredivisie,2011,S. Romero
AZ Alkmaar,Graziano Pellè,Parma,1.35,Eredivisie,2011,G. Pellè
AZ Alkmaar,Stijn Schaars,Sporting CP,1.22,Eredivisie,2011,S. Schaars
Ajax Amsterdam,Maarten Stekelenburg,AS Roma,6.59,Eredivisie,2011,M. Stekelenburg
Ajax Amsterdam,Demy de Zeeuw,Spartak Moscow,5.4,Eredivisie,2011,D. Zeeuw
Ajax Amsterdam,Jan-Arie van der Heijden,Vitesse,0.27,Eredivisie,2011,J. Heijden
Vitesse Arnhem,Wiljan Pluim,Roda JC,0.315,Eredivisie,2011,W. Pluim
NEC Nijmegen,Björn Vleminckx,Club Brugge,2.97,Eredivisie,2011,B. Vleminckx
NEC Nijmegen,Jasper Cillessen,Ajax,2.9,Eredivisie,2011,J. Cillessen
NEC Nijmegen,Ramon Zomer,Heerenveen,0.585,Eredivisie,2011,R. Zomer
PSV Eindhoven,Balázs Dzsudzsák,Anzhi,12.6,Eredivisie,2011,B. Dzsudzsák
PSV Eindhoven,Francisco Rodríguez,VfB Stuttgart,1.62,Eredivisie,2011,F. Rodríguez
Twente Enschede FC,Bryan Ruíz,Fulham,10.8,Eredivisie,2011,B. Ruíz
Twente Enschede FC,Theo Janssen,Ajax,2.7,Eredivisie,2011,T. Janssen
SC Heerenveen,Roy Beerens,AZ Alkmaar,1.44,Eredivisie,2011,R. Beerens
SC Heerenveen,Christian Grindheim,FC Copenhagen,0.675,Eredivisie,2011,C. Grindheim
RKC Waalwijk,Derk Boerrigter,Ajax,0.495,Eredivisie,2011,D. Boerrigter
Feyenoord Rotterdam,Leroy Fer,Twente FC,4.95,Eredivisie,2011,L. Fer
Feyenoord Rotterdam,Georginio Wijnaldum,PSV Eindhoven,4.5,Eredivisie,2011,G. Wijnaldum
Feyenoord Rotterdam,Luc Castaignos,Inter,1.35,Eredivisie,2011,L. Castaignos
FC Groningen,Tim Matavz,PSV Eindhoven,6.3,Eredivisie,2011,T. Matavz
FC Groningen,Andreas Granqvist,Genoa,2.25,Eredivisie,2011,A. Granqvist
FC Groningen,Jeroen Veldmate,Sparta R.,0.036,Eredivisie,2011,J. Veldmate
FC Utrecht,Dries Mertens,PSV Eindhoven,7.65,Eredivisie,2011,D. Mertens
FC Utrecht,Ricky van Wolfswinkel,Sporting CP,4.57,Eredivisie,2011,R. Wolfswinkel
FC Utrecht,Kevin Strootman,PSV Eindhoven,4.05,Eredivisie,2011,K. Strootman
FC Utrecht,Michel Vorm,Swansea,1.53,Eredivisie,2011,M. Vorm
ADO Den Haag,Timothy Derijck,PSV Eindhoven,0.675,Eredivisie,2011,T. Derijck
AZ Alkmaar,Pontus Wernbloom,CSKA Moscow,2.7,Eredivisie,2011,P. Wernbloom
Twente Enschede FC,Marc Janko,FC Porto,2.7,Eredivisie,2011,M. Janko
Feyenoord Rotterdam,Diego Biseswar,Kayserispor,0.18,Eredivisie,2011,D. Biseswar
ADO Den Haag,Wesley Verhoek,Twente FC,1.35,Eredivisie,2011,W. Verhoek
Heracles Almelo,Glynor Plet,Twente FC,1.35,Eredivisie,2011,G. Plet
VVV-Venlo,Ahmed Musa,CSKA Moscow,4.5,Eredivisie,2011,A. Musa
Belenenses SAD,Mateo Cassierra,Sochi,1.08,Liga Nos,2021,M. Cassierra
Belenenses SAD,Tiago Esgaio,Braga,0.27,Liga Nos,2021,T. Esgaio
SL Benfica,Pedrinho,Shakhtar D.,16.2,Liga Nos,2021,Pedrinho
SL Benfica,Luca Waldschmidt,VfL Wolfsburg,10.8,Liga Nos,2021,L. Waldschmidt
SL Benfica,Nuno Tavares,Arsenal,7.2,Liga Nos,2021,N. Tavares
SL Benfica,Franco Cervi,Celta de Vigo,3.6,Liga Nos,2021,F. Cervi
SL Benfica,Carlos Vinícius,PSV Eindhoven,2.25,Liga Nos,2021,C. Vinícius
SL Benfica,Caio Lucas,Sharjah FC,1.8,Liga Nos,2021,C. Lucas
SL Benfica,Alfa Semedo,Vit. Guimarães,1.35,Liga Nos,2021,A. Semedo
SL Benfica,Filip Krovinovic,Hajduk Split,1.35,Liga Nos,2021,F. Krovinovic
Boavista FC,Paulinho,Shabab,0.9,Liga Nos,2021,Paulinho
SC Braga,Ricardo Esgaio,Sporting CP,4.95,Liga Nos,2021,R. Esgaio
SC Braga,Samú Costa,UD Almería,4.73,Liga Nos,2021,S. Costa
SC Braga,Fransérgio,G. Bordeaux,4.05,Liga Nos,2021,Fransérgio
SC Braga,Luther Singh,FC Copenhagen,1.27,Liga Nos,2021,L. Singh
SC Braga,Ricardo Ryller,Al-Fayha,0.585,Liga Nos,2021,R. Ryller
SC Braga,Murilo de Souza,Gil Vicente,0.558,Liga Nos,2021,M. Souza
SC Braga,João Novais,Alanyaspor,0.225,Liga Nos,2021,J. Novais
FC Famalicão,Manuel Ugarte,Sporting CP,5.85,Liga Nos,2021,M. Ugarte
FC Famalicão,Anderson Silva,BJ Guoan,1.8,Liga Nos,2021,A. Silva
Portimonense Futebol SAD,Bruno Costa,FC Porto,2.25,Liga Nos,2021,B. Costa
Portimonense Futebol SAD,Jadson,SD Taishan,0.152,Liga Nos,2021,Jadson
Portimonense Futebol SAD,Jafar Salmani,Esteghlal FC,0.115,Liga Nos,2021,J. Salmani
FC Porto,Danilo Pereira,Paris SG,14.4,Liga Nos,2021,D. Pereira
FC Porto,Chidozie Awaziem,Boavista,4.5,Liga Nos,2021,C. Awaziem
FC Porto,Fernando Andrade,Al-Fayha,0.225,Liga Nos,2021,F. Andrade
CD Santa Clara,Fábio Cardoso,FC Porto,1.98,Liga Nos,2021,F. Cardoso
CD Santa Clara,Shahriar Moghanlou,Sepahan,0.45,Liga Nos,2021,S. Moghanlou
Sporting CP,Nuno Mendes,Paris SG,6.3,Liga Nos,2021,N. Mendes
Sporting CP,Luís Maximiano,Granada CF,4.05,Liga Nos,2021,L. Maximiano
Sporting CP,Josip Misic,Dinamo Zagreb,1.8,Liga Nos,2021,J. Misic
FC Vizela,Junxian Liu,Wuhan FC,0.118,Liga Nos,2021,J. Liu
SL Benfica,Rúben Dias,Man City,61.2,Liga Nos,2020,R. Dias
SL Benfica,Carlos Vinícius,Spurs,2.7,Liga Nos,2020,C. Vinícius
SL Benfica,Cristian Lema,Damac FC,1.8,Liga Nos,2020,C. Lema
SL Benfica,Florentino,Monaco,1.35,Liga Nos,2020,Florentino
SL Benfica,Ivan Zlobin,Famalicão,0.9,Liga Nos,2020,I. Zlobin
SL Benfica,Jhonder Cádiz,Nashville SC,0.45,Liga Nos,2020,J. Cádiz
SL Benfica,Yony González,LA Galaxy,0.378,Liga Nos,2020,Y. González
Boavista FC,Helton Leite,Benfica,1.35,Liga Nos,2020,H. Leite
SC Braga,Trincão,FC Barcelona,27.9,Liga Nos,2020,Trincão
SC Braga,Ahmed Hassan,Olympiacos,1.8,Liga Nos,2020,A. Hassan
SC Braga,Alef,Fehérvár,0.135,Liga Nos,2020,Alef
FC Famalicão,Pedro Gonçalves,Sporting CP,5.85,Liga Nos,2020,P. Gonçalves
CS Marítimo,Getterson,Al-Ain,0.9,Liga Nos,2020,Getterson
Moreirense FC,Fabio Abreu,Al-Batin,2.25,Liga Nos,2020,F. Abreu
FC Porto,Fábio Silva,Wolves,36.0,Liga Nos,2020,F. Silva
FC Porto,Alex Telles,Man Utd,13.5,Liga Nos,2020,A. Telles
FC Porto,Zé Luís,Loko Moscow,4.95,Liga Nos,2020,Z. Luís
FC Porto,Tiquinho Soares,TJ Teda,4.86,Liga Nos,2020,T. Soares
FC Porto,Danilo Pereira,Paris SG,3.6,Liga Nos,2020,D. Pereira
FC Porto,Yordan Osorio,Parma,3.6,Liga Nos,2020,Y. Osorio
FC Porto,Saidy Janko,Real Valladolid,1.71,Liga Nos,2020,S. Janko
FC Porto,Jorge Fernandes,Vit. Guimarães,0.225,Liga Nos,2020,J. Fernandes
Rio Ave FC,Mehdi Taremi,FC Porto,4.5,Liga Nos,2020,M. Taremi
Rio Ave FC,Nuno Santos,Sporting CP,3.33,Liga Nos,2020,N. Santos
CD Santa Clara,Zaidu Sanusi,FC Porto,3.6,Liga Nos,2020,Z. Sanusi
Sporting CP,Wendel,Zenit S-Pb,18.27,Liga Nos,2020,Wendel
Sporting CP,Marcos Acuña,Sevilla FC,9.45,Liga Nos,2020,M. Acuña
Sporting CP,Matheus Pereira,West Brom,7.43,Liga Nos,2020,M. Pereira
Sporting CP,Luciano Vietto,Hilal,6.3,Liga Nos,2020,L. Vietto
Sporting CP,Valentin Rosier,Besiktas,0.18,Liga Nos,2020,V. Rosier
Vitória Guimarães SC,Pêpê,Olympiacos,2.7,Liga Nos,2020,Pêpê
Vitória Guimarães SC,João Carlos Teixeira,Feyenoord,1.44,Liga Nos,2020,J. Teixeira
Vitória Guimarães SC,Guillermo Celis,Deportes Tolima,0.81,Liga Nos,2020,G. Celis
Vitória Guimarães SC,Davidson,Alanyaspor,0.45,Liga Nos,2020,Davidson
Portimonense SC,Tabata,Sporting CP,0.45,Liga Nos,2020,Tabata
SL Benfica,Gedson Fernandes,Galatasaray,0.45,Liga Nos,2020,G. Fernandes
SC Braga,Paulinho,Sporting CP,14.4,Liga Nos,2020,Paulinho
CD Nacional,Aleksandar Palocevic,FC Seoul,0.9,Liga Nos,2020,A. Palocevic
FC Paços de Ferreira,Oleg Reabciuk,Olympiacos,1.8,Liga Nos,2020,O. Reabciuk
Rio Ave FC,Diego Lopes,LC Sailors,1.62,Liga Nos,2020,D. Lopes
CD Santa Clara,Thiago,Shimizu S-Pulse,1.8,Liga Nos,2020,Thiago
Sporting CP,Cristian Borja,Braga,2.7,Liga Nos,2020,C. Borja
Portimonense SC,Shuichi Gonda,Shimizu S-Pulse,0.9,Liga Nos,2020,S. Gonda
Portimonense SC,Welinton Junior,Shonan Bellmare,0.9,Liga Nos,2020,W. Junior
SL Benfica,João Félix,Atlético Madrid,113.4,Liga Nos,2019,J. Félix
SL Benfica,Raúl Jiménez,Wolves,34.2,Liga Nos,2019,R. Jiménez
SL Benfica,Luka Jovic,E. Frankfurt,20.25,Liga Nos,2019,L. Jovic
SL Benfica,André Carrillo,Hilal,8.55,Liga Nos,2019,A. Carrillo
SL Benfica,Eduardo Salvio,Boca Juniors,6.3,Liga Nos,2019,E. Salvio
SL Benfica,Pawel Dawidowicz,Hellas Verona,3.15,Liga Nos,2019,P. Dawidowicz
SL Benfica,Bruno Varela,Ajax,0.9,Liga Nos,2019,B. Varela
FC Porto,Éder Militão,Real Madrid,45.0,Liga Nos,2019,É. Militão
FC Porto,Felipe,Atlético Madrid,18.0,Liga Nos,2019,Felipe
FC Porto,Óliver Torres,Sevilla FC,9.9,Liga Nos,2019,Ó. Torres
FC Porto,Galeno,Braga,3.15,Liga Nos,2019,Galeno
FC Porto,José Sá,Olympiacos,2.25,Liga Nos,2019,J. Sá
FC Porto,Yordan Osorio,Zenit S-Pb,0.9,Liga Nos,2019,Y. Osorio
Sporting CP,Raphinha,Stade Rennais,18.9,Liga Nos,2019,Raphinha
Sporting CP,Thierry Correia,Valencia,10.8,Liga Nos,2019,T. Correia
Sporting CP,Bas Dost,E. Frankfurt,6.3,Liga Nos,2019,B. Dost
Sporting CP,Domingos Duarte,Granada CF,2.7,Liga Nos,2019,D. Duarte
Sporting CP,Jonathan Silva,CD Leganés,2.43,Liga Nos,2019,J. Silva
Sporting CP,Iuri Medeiros,1.FC Nuremberg,1.8,Liga Nos,2019,I. Medeiros
Sporting CP,Matheus Pereira,West Brom,0.72,Liga Nos,2019,M. Pereira
Sporting CP,Carlos Mané,Rio Ave FC,0.675,Liga Nos,2019,C. Mané
Sporting CP,André Geraldes,M. Tel Aviv,0.135,Liga Nos,2019,A. Geraldes
Sporting CP,Leonardo Ruiz,Varzim,0.023,Liga Nos,2019,L. Ruiz
SC Braga,Pedro Neto,Lazio,9.9,Liga Nos,2019,P. Neto
SC Braga,Mamadou Loum,FC Porto,6.75,Liga Nos,2019,M. Loum
SC Braga,Dyego Sousa,SZ FC,4.86,Liga Nos,2019,D. Sousa
SC Braga,Bruno Jordão,Lazio,4.77,Liga Nos,2019,B. Jordão
SC Braga,Marko Bakic,Mouscron,0.54,Liga Nos,2019,M. Bakic
Vitória Guimarães SC,Tyler Boyd,Besiktas,2.16,Liga Nos,2019,T. Boyd
Rio Ave FC,Léo Jardim,LOSC Lille,5.4,Liga Nos,2019,L. Jardim
Vitória Setúbal FC,Jhonder Cádiz,Benfica,2.25,Liga Nos,2019,J. Cádiz
Belenenses SAD,Reinildo Mandava,LOSC Lille,2.7,Liga Nos,2019,R. Mandava
Boavista FC,Gonçalo Cardoso,West Ham,2.7,Liga Nos,2019,G. Cardoso
Moreirense FC,Chiquinho,Benfica,3.6,Liga Nos,2019,Chiquinho
CD Tondela,Tomané,Red Star,0.675,Liga Nos,2019,Tomané
CD Santa Clara,Kaio,Krasnodar,2.7,Liga Nos,2019,Kaio
Desportivo Aves,Luquinhas,Legia Warszawa,0.36,Liga Nos,2019,Luquinhas
FC Paços de Ferreira,Júnior Pius,Royal Antwerp,0.9,Liga Nos,2019,J. Pius
Gil Vicente FC,Vítor Tormena,Braga,1.13,Liga Nos,2019,V. Tormena
SL Benfica,Raúl de Tomás,Espanyol,20.25,Liga Nos,2019,R. Tomás
SL Benfica,Gedson Fernandes,Spurs,4.05,Liga Nos,2019,G. Fernandes
SL Benfica,Lisandro López,Boca Juniors,2.7,Liga Nos,2019,L. López
SL Benfica,Caio,Sharjah FC,1.35,Liga Nos,2019,Caio
Sporting CP,Bruno Fernandes,Man Utd,49.5,Liga Nos,2019,B. Fernandes
SC Braga,Pablo Santos,Rubin Kazan,0.09,Liga Nos,2019,P. Santos
Vitória Guimarães SC,Edmond Tapsoba,Bay. Leverkusen,16.2,Liga Nos,2019,E. Tapsoba
CD Tondela,Bruno Wilson,Braga,0.36,Liga Nos,2019,B. Wilson
CD Santa Clara,Bruno Lamas,Khor Fakkan,0.135,Liga Nos,2019,B. Lamas
FC Porto,Diogo Dalot,Man Utd,19.8,Liga Nos,2018,D. Dalot
FC Porto,Ricardo Pereira,Leicester,19.8,Liga Nos,2018,R. Pereira
FC Porto,Willy Boly,Wolves,10.8,Liga Nos,2018,W. Boly
FC Porto,Miguel Layún,Villarreal,3.6,Liga Nos,2018,M. Layún
FC Porto,Gonçalo Paciência,E. Frankfurt,2.7,Liga Nos,2018,G. Paciência
FC Porto,Paulinho,Portimonense,2.27,Liga Nos,2018,Paulinho
FC Porto,Hyun-jun Suk,Troyes,1.8,Liga Nos,2018,H. Suk
FC Porto,João Carlos Teixeira,Vit. Guimarães,1.15,Liga Nos,2018,J. Teixeira
Sporting CP,Gelson Martins,Atlético Madrid,20.25,Liga Nos,2018,G. Martins
Sporting CP,Rui Patrício,Wolves,16.2,Liga Nos,2018,R. Patrício
Sporting CP,William Carvalho,Real Betis,14.4,Liga Nos,2018,W. Carvalho
Sporting CP,Cristiano Piccini,Valencia,7.2,Liga Nos,2018,C. Piccini
Sporting CP,Daniel Podence,Olympiacos,6.3,Liga Nos,2018,D. Podence
Sporting CP,Tobias Figueiredo,Nottm Forest,2.07,Liga Nos,2018,T. Figueiredo
Sporting CP,Matheus Pereira,1.FC Nuremberg,0.45,Liga Nos,2018,M. Pereira
Sporting CP,Héldon,Taawon,0.225,Liga Nos,2018,Héldon
Sporting CP,Domingos Duarte,Dep. La Coruña,0.203,Liga Nos,2018,D. Duarte
Sporting CP,Jonathan Silva,CD Leganés,0.18,Liga Nos,2018,J. Silva
Sporting CP,Chico Geraldes,E. Frankfurt,0.18,Liga Nos,2018,C. Geraldes
SL Benfica,João Carvalho,Nottm Forest,13.5,Liga Nos,2018,J. Carvalho
SL Benfica,Talisca,GZ Evergrande,5.22,Liga Nos,2018,Talisca
SL Benfica,André Horta,Los Angeles FC,5.13,Liga Nos,2018,A. Horta
SL Benfica,Bryan Cristante,Atalanta,4.5,Liga Nos,2018,B. Cristante
SL Benfica,André Carrillo,Hilal,3.6,Liga Nos,2018,A. Carrillo
SL Benfica,Raúl Jiménez,Wolves,2.7,Liga Nos,2018,R. Jiménez
SL Benfica,João Amaral,Lech Poznan,0.315,Liga Nos,2018,J. Amaral
SC Braga,Danilo,OGC Nice,9.0,Liga Nos,2018,Danilo
SC Braga,Nikola Vukcevic,Levante,8.01,Liga Nos,2018,N. Vukcevic
SC Braga,Pedro Tiba,Lech Poznan,0.9,Liga Nos,2018,P. Tiba
SC Braga,Ahmed Hassan,Olympiacos,0.27,Liga Nos,2018,A. Hassan
SC Braga,Alef,AEK Athens,0.225,Liga Nos,2018,Alef
SC Braga,Nikola Stojiljkovic,Red Star,0.18,Liga Nos,2018,N. Stojiljkovic
Vitória Guimarães SC,Raphinha,Sporting CP,5.85,Liga Nos,2018,Raphinha
Vitória Guimarães SC,Ghislain Konan,Stade Reims,3.6,Liga Nos,2018,G. Konan
Vitória Guimarães SC,Xande Silva,West Ham,1.35,Liga Nos,2018,X. Silva
Vitória Guimarães SC,Rafael Martins,ZJ E. Greentown,1.13,Liga Nos,2018,R. Martins
Vitória Guimarães SC,Paolo Hurtado,Konyaspor,0.315,Liga Nos,2018,P. Hurtado
Rio Ave FC,Pelé,Monaco,6.48,Liga Nos,2018,Pelé
Rio Ave FC,João Novais,Braga,1.35,Liga Nos,2018,J. Novais
Portimonense SC,Fabrício,Urawa Reds,4.5,Liga Nos,2018,Fabrício
Portimonense SC,Paulinho,FC Porto,2.7,Liga Nos,2018,Paulinho
Portimonense SC,Ewerton,FC Porto,1.8,Liga Nos,2018,Ewerton
Portimonense SC,Rafa Soares,FC Porto,1.35,Liga Nos,2018,R. Soares
GD Chaves,Davidson,Vit. Guimarães,0.72,Liga Nos,2018,Davidson
Desportivo Aves,Alexandre Guedes,Vit. Guimarães,0.63,Liga Nos,2018,A. Guedes
Belenenses SAD,Maurides,CSKA Sofia,0.27,Liga Nos,2018,Maurides
Vitória Setúbal FC,Nuno Reis,Levski Sofia,0.18,Liga Nos,2018,N. Reis
Boavista FC,Raphael Rossi,FC Sion,0.9,Liga Nos,2018,R. Rossi
Boavista FC,Renato Santos,Málaga CF,0.675,Liga Nos,2018,R. Santos
Moreirense FC,Alfa Semedo,Benfica,2.29,Liga Nos,2018,A. Semedo
CD Tondela,Yordan Osorio,FC Porto,1.8,Liga Nos,2018,Y. Osorio
CD Tondela,Miguel Cardoso,Dynamo Moscow,0.45,Liga Nos,2018,M. Cardoso
CD Feirense,Oghenekaro Etebo,Stoke City,6.48,Liga Nos,2018,O. Etebo
CD Santa Clara,Guilherme Schettine,Dibba Fujairah,0.077,Liga Nos,2018,G. Schettine
FC Porto,Juan Fernando Quintero,River Plate,2.88,Liga Nos,2018,J. Quintero
Sporting CP,Merih Demiral,Alanyaspor,3.15,Liga Nos,2018,M. Demiral
Sporting CP,Marcelo,Chicago Fire,0.396,Liga Nos,2018,Marcelo
Sporting CP,Carlos Mané,Union Berlin,0.315,Liga Nos,2018,C. Mané
SL Benfica,Talisca,GZ Evergrande,17.28,Liga Nos,2018,Talisca
SL Benfica,Nicolás Castillo,América,6.42,Liga Nos,2018,N. Castillo
SL Benfica,Facundo Ferreyra,Espanyol,1.98,Liga Nos,2018,F. Ferreyra
SL Benfica,Erdal Rakip,Malmö FF,0.45,Liga Nos,2018,E. Rakip
SL Benfica,Salvador Agra,Legia Warszawa,0.45,Liga Nos,2018,S. Agra
SL Benfica,Alfa Semedo,Espanyol,0.36,Liga Nos,2018,A. Semedo
Portimonense SC,Shoya Nakajima,Al-Duhail SC,31.5,Liga Nos,2018,S. Nakajima
GD Chaves,Marcão,Galatasaray,3.6,Liga Nos,2018,Marcão
GD Chaves,Stephen Eustáquio,CD Cruz Azul,3.15,Liga Nos,2018,S. Eustáquio
Desportivo Aves,Hamdou Elhouni,Esperance,0.45,Liga Nos,2018,H. Elhouni
Vitória Setúbal FC,Dankler,Vissel Kobe,0.45,Liga Nos,2018,Dankler
Vitória Setúbal FC,Costinha,Chaves,0.135,Liga Nos,2018,Costinha
Boavista FC,Rochinha,Vit. Guimarães,0.36,Liga Nos,2018,Rochinha
Moreirense FC,Mohamed Abarhoun,C. Rizespor,0.225,Liga Nos,2018,M. Abarhoun
CD Santa Clara,Fernando Andrade,FC Porto,1.35,Liga Nos,2018,F. Andrade
Belenenses SAD,Edgar Ié,LOSC Lille,3.15,Liga Nos,2017,E. Ié
Belenenses SAD,Rúben Pinto,CSKA Sofia,0.27,Liga Nos,2017,R. Pinto
SL Benfica,Ederson,Man City,36.0,Liga Nos,2017,Ederson
SL Benfica,Nélson Semedo,FC Barcelona,32.13,Liga Nos,2017,N. Semedo
SL Benfica,Victor Lindelöf,Man Utd,31.5,Liga Nos,2017,V. Lindelöf
SL Benfica,Konstantinos Mitroglou,Marseille,13.5,Liga Nos,2017,K. Mitroglou
SL Benfica,Marçal,Olympique Lyon,4.05,Liga Nos,2017,Marçal
SL Benfica,Guillermo Celis,Vit. Guimarães,1.58,Liga Nos,2017,G. Celis
SL Benfica,Hany Mukhtar,Bröndby IF,1.35,Liga Nos,2017,H. Mukhtar
SL Benfica,André Carrillo,Watford,0.9,Liga Nos,2017,A. Carrillo
SL Benfica,Daniel Candeias,Rangers,0.72,Liga Nos,2017,D. Candeias
SL Benfica,Jhon Murillo,Kasimpasa,0.675,Liga Nos,2017,J. Murillo
SL Benfica,Pedro Rebocho,Guingamp,0.495,Liga Nos,2017,P. Rebocho
SL Benfica,Luka Jovic,E. Frankfurt,0.18,Liga Nos,2017,L. Jovic
