club_name,player_name,club_involved_name,fee_cleaned,league_name,year,short_name
SC Freiburg,Jonas Föhrenbach,1.FC Heidenheim,0.45,1 Bundesliga,2019,J. Föhrenbach
SC Freiburg,Fabian Schleusener,1.FC Nuremberg,0.405,1 Bundesliga,2019,F. Schleusener
FC Schalke 04,Breel Embolo,Bor. M'gladbach,9.9,1 Bundesliga,2019,B. Embolo
FC Schalke 04,Ralf Fährmann,Norwich,2.7,1 Bundesliga,2019,R. Fährmann
FC Schalke 04,Yevgen Konoplyanka,Shakhtar D.,1.35,1 Bundesliga,2019,Y. Konoplyanka
FC Schalke 04,Sebastian Rudy,TSG Hoffenheim,0.765,1 Bundesliga,2019,S. Rudy
FC Schalke 04,Cedric Teuchert,Hannover 96,0.45,1 Bundesliga,2019,C. Teuchert
FC Schalke 04,Bernard Tekpetey,F. Düsseldorf,0.45,1 Bundesliga,2019,B. Tekpetey
FC Schalke 04,Hamza Mendyl,Dijon,0.45,1 Bundesliga,2019,H. Mendyl
FC Augsburg,Martin Hinteregger,E. Frankfurt,8.1,1 Bundesliga,2019,M. Hinteregger
FC Augsburg,Jonathan Schmid,SC Freiburg,3.6,1 Bundesliga,2019,J. Schmid
FC Augsburg,Kevin Danso,Southampton,3.6,1 Bundesliga,2019,K. Danso
FC Augsburg,Marvin Friedrich,Union Berlin,1.8,1 Bundesliga,2019,M. Friedrich
1. FC Köln,Serhou Guirassy,Amiens SC,5.4,1 Bundesliga,2019,S. Guirassy
1. FC Köln,Tim Handwerker,1.FC Nuremberg,0.27,1 Bundesliga,2019,T. Handwerker
1. FC Köln,Jannes Horn,Hannover 96,0.09,1 Bundesliga,2019,J. Horn
SC Paderborn 07,Bernard Tekpetey,FC Schalke 04,2.25,1 Bundesliga,2019,B. Tekpetey
SC Paderborn 07,Philipp Klement,VfB Stuttgart,2.25,1 Bundesliga,2019,P. Klement
1.FC Union Berlin,Marvin Friedrich,FC Augsburg,0.9,1 Bundesliga,2019,M. Friedrich
1.FC Union Berlin,Marcel Hartel,Arm. Bielefeld,0.225,1 Bundesliga,2019,M. Hartel
Borussia Dortmund,Paco Alcácer,Villarreal,20.7,1 Bundesliga,2019,P. Alcácer
Borussia Dortmund,Julian Weigl,Benfica,18.0,1 Bundesliga,2019,J. Weigl
Borussia Dortmund,Jacob Bruun Larsen,TSG Hoffenheim,8.1,1 Bundesliga,2019,J. Larsen
RB Leipzig,Matheus Cunha,Hertha BSC,16.2,1 Bundesliga,2019,M. Cunha
RB Leipzig,Diego Demme,SSC Napoli,10.8,1 Bundesliga,2019,D. Demme
RB Leipzig,Marcelo Saracchi,Galatasaray,0.45,1 Bundesliga,2019,M. Saracchi
RB Leipzig,Stefan Ilsanker,E. Frankfurt,0.45,1 Bundesliga,2019,S. Ilsanker
TSG 1899 Hoffenheim,Kevin Vogt,Werder Bremen,0.675,1 Bundesliga,2019,K. Vogt
TSG 1899 Hoffenheim,Lukas Rupp,Norwich,0.45,1 Bundesliga,2019,L. Rupp
Hertha BSC,Davie Selke,Werder Bremen,0.9,1 Bundesliga,2019,D. Selke
SC Freiburg,Marco Terrazzino,Dynamo Dresden,0.068,1 Bundesliga,2019,M. Terrazzino
SC Freiburg,Jérôme Gondorf,Karlsruher SC,0.068,1 Bundesliga,2019,J. Gondorf
FC Schalke 04,Nabil Bentaleb,Newcastle,0.9,1 Bundesliga,2019,N. Bentaleb
FC Schalke 04,Steven Skrzybski,F. Düsseldorf,0.18,1 Bundesliga,2019,S. Skrzybski
FC Schalke 04,Fabian Reese,Holstein Kiel,0.09,1 Bundesliga,2019,F. Reese
FC Augsburg,Michael Gregoritsch,FC Schalke 04,0.45,1 Bundesliga,2019,M. Gregoritsch
1. FC Köln,Matthias Bader,SV Darmstadt 98,0.405,1 Bundesliga,2019,M. Bader
SC Paderborn 07,Cauly,Ludogorets,0.54,1 Bundesliga,2019,Cauly
Bayern Munich,Douglas Costa,Juventus,36.0,1 Bundesliga,2018,D. Costa
Bayern Munich,Arturo Vidal,FC Barcelona,16.2,1 Bundesliga,2018,A. Vidal
Bayern Munich,Sebastian Rudy,FC Schalke 04,14.4,1 Bundesliga,2018,S. Rudy
Bayern Munich,Juan Bernat,Paris SG,4.5,1 Bundesliga,2018,J. Bernat
FC Schalke 04,Thilo Kehrer,Paris SG,33.3,1 Bundesliga,2018,T. Kehrer
FC Schalke 04,Benedikt Höwedes,Loko Moscow,4.5,1 Bundesliga,2018,B. Höwedes
FC Schalke 04,Coke,Levante,1.35,1 Bundesliga,2018,Coke
FC Schalke 04,Bernard Tekpetey,SC Paderborn,0.135,1 Bundesliga,2018,B. Tekpetey
TSG 1899 Hoffenheim,Benedikt Gimber,FC Ingolstadt,0.9,1 Bundesliga,2018,B. Gimber
TSG 1899 Hoffenheim,Marvin Schwäbe,Bröndby IF,0.63,1 Bundesliga,2018,M. Schwäbe
TSG 1899 Hoffenheim,Baris Atik,Dynamo Dresden,0.54,1 Bundesliga,2018,B. Atik
TSG 1899 Hoffenheim,Joshua Mees,Union Berlin,0.45,1 Bundesliga,2018,J. Mees
TSG 1899 Hoffenheim,Robert Zulj,Union Berlin,0.18,1 Bundesliga,2018,R. Zulj
TSG 1899 Hoffenheim,Bruno Nazário,Athletico-PR,0.09,1 Bundesliga,2018,B. Nazário
Borussia Dortmund,Andriy Yarmolenko,West Ham,18.0,1 Bundesliga,2018,A. Yarmolenko
Borussia Dortmund,Sokratis,Arsenal,14.4,1 Bundesliga,2018,Sokratis
Borussia Dortmund,Mikel Merino,Newcastle,6.3,1 Bundesliga,2018,M. Merino
Borussia Dortmund,Gonzalo Castro,VfB Stuttgart,4.5,1 Bundesliga,2018,G. Castro
Borussia Dortmund,Nuri Sahin,Werder Bremen,0.9,1 Bundesliga,2018,N. Sahin
Borussia Dortmund,Felix Passlack,Norwich,0.45,1 Bundesliga,2018,F. Passlack
Borussia Dortmund,André Schürrle,Fulham,0.36,1 Bundesliga,2018,A. Schürrle
Bayer 04 Leverkusen,Bernd Leno,Arsenal,22.5,1 Bundesliga,2018,B. Leno
Bayer 04 Leverkusen,Benjamin Henrichs,Monaco,18.0,1 Bundesliga,2018,B. Henrichs
RB Leipzig,Naby Keïta,Liverpool,54.0,1 Bundesliga,2018,N. Keïta
RB Leipzig,Bernardo,Brighton,9.0,1 Bundesliga,2018,Bernardo
RB Leipzig,Philipp Köhn,RB Salzburg,0.81,1 Bundesliga,2018,P. Köhn
RB Leipzig,Anthony Jung,Bröndby IF,0.72,1 Bundesliga,2018,A. Jung
RB Leipzig,Agyemang Diawusie,FC Ingolstadt,0.45,1 Bundesliga,2018,A. Diawusie
RB Leipzig,Zsolt Kalmár,Dunajska Streda,0.18,1 Bundesliga,2018,Z. Kalmár
RB Leipzig,Benno Schmitz,1. FC Köln,0.18,1 Bundesliga,2018,B. Schmitz
RB Leipzig,Vitaly Janelt,VfL Bochum,0.135,1 Bundesliga,2018,V. Janelt
VfB Stuttgart,Daniel Ginczek,VfL Wolfsburg,12.6,1 Bundesliga,2018,D. Ginczek
VfB Stuttgart,Jérôme Onguéné,RB Salzburg,1.8,1 Bundesliga,2018,J. Onguéné
VfB Stuttgart,Jean Zimmer,F. Düsseldorf,0.81,1 Bundesliga,2018,J. Zimmer
VfB Stuttgart,Julian Green,Greuther Fürth,0.18,1 Bundesliga,2018,J. Green
VfB Stuttgart,Aílton,Braga,0.09,1 Bundesliga,2018,Aílton
Eintracht Frankfurt,Marius Wolf,Bor. Dortmund,4.5,1 Bundesliga,2018,M. Wolf
Eintracht Frankfurt,Omar Mascarell,Real Madrid,3.6,1 Bundesliga,2018,O. Mascarell
Eintracht Frankfurt,Aymen Barkok,F. Düsseldorf,0.72,1 Bundesliga,2018,A. Barkok
Eintracht Frankfurt,Danny Blum,UD Las Palmas,0.09,1 Bundesliga,2018,D. Blum
Borussia Mönchengladbach,Jannik Vestergaard,Southampton,22.5,1 Bundesliga,2018,J. Vestergaard
Borussia Mönchengladbach,Vincenzo Grifo,TSG Hoffenheim,4.95,1 Bundesliga,2018,V. Grifo
Borussia Mönchengladbach,Raúl Bobadilla,Argentinos Jrs.,1.62,1 Bundesliga,2018,R. Bobadilla
Borussia Mönchengladbach,Tsiy William Ndenge,FC Luzern,0.585,1 Bundesliga,2018,T. Ndenge
Hertha BSC,Mitchell Weiser,Bay. Leverkusen,10.8,1 Bundesliga,2018,M. Weiser
Hertha BSC,Genki Haraguchi,Hannover 96,4.05,1 Bundesliga,2018,G. Haraguchi
SV Werder Bremen,Thomas Delaney,Bor. Dortmund,18.0,1 Bundesliga,2018,T. Delaney
SV Werder Bremen,Jérôme Gondorf,SC Freiburg,1.17,1 Bundesliga,2018,J. Gondorf
SV Werder Bremen,Ulisses Garcia,BSC Young Boys,0.72,1 Bundesliga,2018,U. Garcia
SV Werder Bremen,László Kleinheisler,FC Astana,0.675,1 Bundesliga,2018,L. Kleinheisler
SV Werder Bremen,Leon Guwara,FC Utrecht,0.54,1 Bundesliga,2018,L. Guwara
SV Werder Bremen,Sambou Yatabaré,Royal Antwerp,0.18,1 Bundesliga,2018,S. Yatabaré
SV Werder Bremen,Robert Bauer,1.FC Nuremberg,0.18,1 Bundesliga,2018,R. Bauer
FC Augsburg,Moritz Leitner,Norwich,1.35,1 Bundesliga,2018,M. Leitner
FC Augsburg,Marcel Heller,SV Darmstadt 98,0.315,1 Bundesliga,2018,M. Heller
FC Augsburg,Tim Rieder,SV Darmstadt 98,0.09,1 Bundesliga,2018,T. Rieder
FC Augsburg,Shawn Parker,Greuther Fürth,0.09,1 Bundesliga,2018,S. Parker
Hannover 96,Salif Sané,FC Schalke 04,6.3,1 Bundesliga,2018,S. Sané
Hannover 96,Felix Klaus,VfL Wolfsburg,2.7,1 Bundesliga,2018,F. Klaus
Hannover 96,Martin Harnik,Werder Bremen,2.03,1 Bundesliga,2018,M. Harnik
Hannover 96,Marius Wolf,E. Frankfurt,0.45,1 Bundesliga,2018,M. Wolf
Hannover 96,Florian Hübner,Union Berlin,0.45,1 Bundesliga,2018,F. Hübner
Hannover 96,Jonathas,Corinthians,0.18,1 Bundesliga,2018,Jonathas
1.FSV Mainz 05,Abdou Diallo,Bor. Dortmund,25.2,1 Bundesliga,2018,A. Diallo
1.FSV Mainz 05,Suat Serdar,FC Schalke 04,9.9,1 Bundesliga,2018,S. Serdar
1.FSV Mainz 05,Yoshinori Muto,Newcastle,9.63,1 Bundesliga,2018,Y. Muto
1.FSV Mainz 05,Jonas Lössl,Huddersfield,2.25,1 Bundesliga,2018,J. Lössl
1.FSV Mainz 05,Pablo de Blasis,SD Eibar,1.8,1 Bundesliga,2018,P. Blasis
1.FSV Mainz 05,Kenan Kodro,FC Copenhagen,1.44,1 Bundesliga,2018,K. Kodro
1.FSV Mainz 05,Besar Halimi,Bröndby IF,0.27,1 Bundesliga,2018,B. Halimi
SC Freiburg,Caglar Söyüncü,Leicester,18.99,1 Bundesliga,2018,C. Söyüncü
SC Freiburg,Mats Möller Daehli,FC St. Pauli,0.54,1 Bundesliga,2018,M. Daehli
SC Freiburg,Aleksandar Ignjovski,1.FC Magdeburg,0.315,1 Bundesliga,2018,A. Ignjovski
SC Freiburg,Rafal Gikiewicz,Union Berlin,0.135,1 Bundesliga,2018,R. Gikiewicz
SC Freiburg,Vincent Sierro,FC St. Gallen,0.09,1 Bundesliga,2018,V. Sierro
SC Freiburg,Lucas Hufnagel,Unterhaching,0.09,1 Bundesliga,2018,L. Hufnagel
SC Freiburg,Mohamed Dräger,SC Paderborn,0.068,1 Bundesliga,2018,M. Dräger
VfL Wolfsburg,Daniel Didavi,VfB Stuttgart,3.6,1 Bundesliga,2018,D. Didavi
VfL Wolfsburg,Landry Dimata,RSC Anderlecht,0.45,1 Bundesliga,2018,L. Dimata
VfL Wolfsburg,Paul Jaeckel,Greuther Fürth,0.18,1 Bundesliga,2018,P. Jaeckel
Fortuna Düsseldorf,Marlon Ritter,SC Paderborn,0.45,1 Bundesliga,2018,M. Ritter
Fortuna Düsseldorf,Anderson Lucoqui,Arm. Bielefeld,0.09,1 Bundesliga,2018,A. Lucoqui
Bayern Munich,Sandro Wagner,TJ Teda,4.5,1 Bundesliga,2018,S. Wagner
FC Schalke 04,Naldo,Monaco,1.8,1 Bundesliga,2018,Naldo
FC Schalke 04,Johannes Geis,1. FC Köln,0.45,1 Bundesliga,2018,J. Geis
TSG 1899 Hoffenheim,Havard Nordtveit,Fulham,0.9,1 Bundesliga,2018,H. Nordtveit
TSG 1899 Hoffenheim,Vincenzo Grifo,SC Freiburg,0.54,1 Bundesliga,2018,V. Grifo
TSG 1899 Hoffenheim,Steven Zuber,VfB Stuttgart,0.54,1 Bundesliga,2018,S. Zuber
TSG 1899 Hoffenheim,Felipe Pires,Palmeiras,0.36,1 Bundesliga,2018,F. Pires
TSG 1899 Hoffenheim,Kevin Akpoguma,Hannover 96,0.198,1 Bundesliga,2018,K. Akpoguma
TSG 1899 Hoffenheim,Gregor Kobel,FC Augsburg,0.135,1 Bundesliga,2018,G. Kobel
TSG 1899 Hoffenheim,Justin Hoogma,FC St. Pauli,0.045,1 Bundesliga,2018,J. Hoogma
Borussia Dortmund,Christian Pulisic,Chelsea,57.6,1 Bundesliga,2018,C. Pulisic
Borussia Dortmund,Dzenis Burnic,Dynamo Dresden,0.27,1 Bundesliga,2018,D. Burnic
VfB Stuttgart,Nunoo Sarpei,Greuther Fürth,0.045,1 Bundesliga,2018,N. Sarpei
Eintracht Frankfurt,Carlos Salcedo,Tigres UANL,7.92,1 Bundesliga,2018,C. Salcedo
Eintracht Frankfurt,Nicolai Müller,Hannover 96,0.18,1 Bundesliga,2018,N. Müller
Hertha BSC,Alexander Esswein,VfB Stuttgart,0.36,1 Bundesliga,2018,A. Esswein
SV Werder Bremen,Florian Kainz,1. FC Köln,2.7,1 Bundesliga,2018,F. Kainz
FC Augsburg,Martin Hinteregger,E. Frankfurt,0.72,1 Bundesliga,2018,M. Hinteregger
Hannover 96,Philipp Tschauner,FC Ingolstadt,0.081,1 Bundesliga,2018,P. Tschauner
SC Freiburg,Caleb Stanko,Cincinnati,0.18,1 Bundesliga,2018,C. Stanko
VfL Wolfsburg,Paul Seguin,Greuther Fürth,0.09,1 Bundesliga,2018,P. Seguin
Bayern Munich,Medhi Benatia,Juventus,15.03,1 Bundesliga,2017,M. Benatia
Bayern Munich,Renato Sanches,Swansea,7.65,1 Bundesliga,2017,R. Sanches
Bayern Munich,Douglas Costa,Juventus,5.4,1 Bundesliga,2017,D. Costa
Bayern Munich,Serge Gnabry,TSG Hoffenheim,0.9,1 Bundesliga,2017,S. Gnabry
Bayern Munich,Gianluca Gaudino,Chievo Verona,0.045,1 Bundesliga,2017,G. Gaudino
RB Leipzig,Oliver Burke,West Brom,13.68,1 Bundesliga,2017,O. Burke
RB Leipzig,Davie Selke,Hertha BSC,7.2,1 Bundesliga,2017,D. Selke
RB Leipzig,Atinc Nukan,Besiktas,0.18,1 Bundesliga,2017,A. Nukan
Borussia Dortmund,Ousmane Dembélé,FC Barcelona,124.2,1 Bundesliga,2017,O. Dembélé
Borussia Dortmund,Matthias Ginter,Bor. M'gladbach,15.3,1 Bundesliga,2017,M. Ginter
Borussia Dortmund,Emre Mor,Celta de Vigo,11.7,1 Bundesliga,2017,E. Mor
Borussia Dortmund,Sven Bender,Bay. Leverkusen,11.25,1 Bundesliga,2017,S. Bender
Borussia Dortmund,Adrián Ramos,CQ Dangdai Lif.,10.8,1 Bundesliga,2017,A. Ramos
Borussia Dortmund,Pascal Stenzel,SC Freiburg,3.6,1 Bundesliga,2017,P. Stenzel
Borussia Dortmund,Mikel Merino,Newcastle,2.7,1 Bundesliga,2017,M. Merino
TSG 1899 Hoffenheim,Niklas Süle,Bayern Munich,18.0,1 Bundesliga,2017,N. Süle
TSG 1899 Hoffenheim,Jeremy Toljan,Bor. Dortmund,6.3,1 Bundesliga,2017,J. Toljan
TSG 1899 Hoffenheim,Fabian Schär,Dep. La Coruña,2.7,1 Bundesliga,2017,F. Schär
TSG 1899 Hoffenheim,Marco Terrazzino,SC Freiburg,2.25,1 Bundesliga,2017,M. Terrazzino
TSG 1899 Hoffenheim,Antonio Colak,FC Ingolstadt,0.135,1 Bundesliga,2017,A. Colak
TSG 1899 Hoffenheim,Nicolai Rapp,Erzgebirge Aue,0.045,1 Bundesliga,2017,N. Rapp
TSG 1899 Hoffenheim,Baris Atik,1.FC K'lautern,0.045,1 Bundesliga,2017,B. Atik
1. FC Köln,Anthony Modeste,TJ Quanjian,5.13,1 Bundesliga,2017,A. Modeste
1. FC Köln,Marcel Hartel,Union Berlin,0.225,1 Bundesliga,2017,M. Hartel
Hertha BSC,John Anthony Brooks,VfL Wolfsburg,15.3,1 Bundesliga,2017,J. Brooks
SC Freiburg,Maximilian Philipp,Bor. Dortmund,18.0,1 Bundesliga,2017,M. Philipp
SC Freiburg,Vincenzo Grifo,Bor. M'gladbach,5.4,1 Bundesliga,2017,V. Grifo
SC Freiburg,Sebastian Kerk,1.FC Nuremberg,0.45,1 Bundesliga,2017,S. Kerk
SC Freiburg,Havard Nielsen,F. Düsseldorf,0.36,1 Bundesliga,2017,H. Nielsen
SV Werder Bremen,Serge Gnabry,Bayern Munich,7.2,1 Bundesliga,2017,S. Gnabry
SV Werder Bremen,Felix Wiedwald,Leeds,0.45,1 Bundesliga,2017,F. Wiedwald
SV Werder Bremen,Levent Aycicek,Greuther Fürth,0.18,1 Bundesliga,2017,L. Aycicek
SV Werder Bremen,Marnon Busch,1.FC Heidenheim,0.09,1 Bundesliga,2017,M. Busch
SV Werder Bremen,László Kleinheisler,FC Astana,0.09,1 Bundesliga,2017,L. Kleinheisler
Borussia Mönchengladbach,Mahmoud Dahoud,Bor. Dortmund,10.8,1 Bundesliga,2017,M. Dahoud
Borussia Mönchengladbach,André Hahn,Hamburger SV,5.4,1 Bundesliga,2017,A. Hahn
Borussia Mönchengladbach,Timothée Kolodziejczak,Tigres UANL,4.5,1 Bundesliga,2017,T. Kolodziejczak
Borussia Mönchengladbach,Julian Korb,Hannover 96,2.7,1 Bundesliga,2017,J. Korb
Borussia Mönchengladbach,Nico Schulz,TSG Hoffenheim,2.7,1 Bundesliga,2017,N. Schulz
Borussia Mönchengladbach,Djibril Sow,BSC Young Boys,1.8,1 Bundesliga,2017,D. Sow
Borussia Mönchengladbach,Florian Neuhaus,F. Düsseldorf,0.072,1 Bundesliga,2017,F. Neuhaus
FC Schalke 04,Benedikt Höwedes,Juventus,3.15,1 Bundesliga,2017,B. Höwedes
FC Schalke 04,Johannes Geis,Sevilla FC,1.8,1 Bundesliga,2017,J. Geis
FC Schalke 04,Felix Platte,SV Darmstadt 98,0.72,1 Bundesliga,2017,F. Platte
FC Schalke 04,Fabian Giefer,FC Augsburg,0.675,1 Bundesliga,2017,F. Giefer
Eintracht Frankfurt,Bastian Oczipka,FC Schalke 04,4.05,1 Bundesliga,2017,B. Oczipka
Bayer 04 Leverkusen,Hakan Calhanoglu,AC Milan,20.97,1 Bundesliga,2017,H. Calhanoglu
Bayer 04 Leverkusen,Kevin Kampl,RB Leipzig,18.0,1 Bundesliga,2017,K. Kampl
Bayer 04 Leverkusen,Chicharito,West Ham,16.02,1 Bundesliga,2017,Chicharito
Bayer 04 Leverkusen,Ömer Toprak,Bor. Dortmund,10.8,1 Bundesliga,2017,Ö. Toprak
Bayer 04 Leverkusen,Kyriakos Papadopoulos,Hamburger SV,5.85,1 Bundesliga,2017,K. Papadopoulos
Bayer 04 Leverkusen,Aleksandar Dragovic,Leicester,2.25,1 Bundesliga,2017,A. Dragovic
Bayer 04 Leverkusen,Danny da Costa,E. Frankfurt,0.9,1 Bundesliga,2017,D. Costa
FC Augsburg,Dominik Kohr,Bay. Leverkusen,1.8,1 Bundesliga,2017,D. Kohr
FC Augsburg,Raúl Bobadilla,Bor. M'gladbach,1.8,1 Bundesliga,2017,R. Bobadilla
FC Augsburg,Paul Verhaegh,VfL Wolfsburg,1.35,1 Bundesliga,2017,P. Verhaegh
FC Augsburg,Albian Ajeti,FC St. Gallen,0.9,1 Bundesliga,2017,A. Ajeti
Hamburger SV,Michael Gregoritsch,FC Augsburg,4.95,1 Bundesliga,2017,M. Gregoritsch
Hamburger SV,Arianit Ferati,Erzgebirge Aue,0.045,1 Bundesliga,2017,A. Ferati
1.FSV Mainz 05,Jhon Córdoba,1. FC Köln,15.3,1 Bundesliga,2017,J. Córdoba
1.FSV Mainz 05,Florian Niederlechner,SC Freiburg,2.07,1 Bundesliga,2017,F. Niederlechner
1.FSV Mainz 05,Pierre Bengtsson,FC Copenhagen,0.9,1 Bundesliga,2017,P. Bengtsson
VfL Wolfsburg,Ricardo Rodríguez,AC Milan,13.5,1 Bundesliga,2017,R. Rodríguez
VfL Wolfsburg,Luiz Gustavo,Marseille,9.0,1 Bundesliga,2017,L. Gustavo
VfL Wolfsburg,Jannes Horn,1. FC Köln,6.3,1 Bundesliga,2017,J. Horn
VfL Wolfsburg,Vieirinha,PAOK Salonika,0.9,1 Bundesliga,2017,Vieirinha
VfB Stuttgart,Alexandru Maxim,1.FSV Mainz 05,2.7,1 Bundesliga,2017,A. Maxim
VfB Stuttgart,Toni Sunjic,Dynamo Moscow,0.63,1 Bundesliga,2017,T. Sunjic
VfB Stuttgart,Mitchell Langerak,Levante,0.54,1 Bundesliga,2017,M. Langerak
VfB Stuttgart,Jean Zimmer,F. Düsseldorf,0.09,1 Bundesliga,2017,J. Zimmer
VfB Stuttgart,Tobias Werner,1.FC Nuremberg,0.09,1 Bundesliga,2017,T. Werner
VfB Stuttgart,Julian Green,Greuther Fürth,0.09,1 Bundesliga,2017,J. Green
Hannover 96,Andre Hoffmann,F. Düsseldorf,0.225,1 Bundesliga,2017,A. Hoffmann
RB Leipzig,Marvin Compper,Celtic,1.03,1 Bundesliga,2017,M. Compper
Borussia Dortmund,Pierre-Emerick Aubameyang,Arsenal,57.38,1 Bundesliga,2017,P. Aubameyang
Borussia Dortmund,Marc Bartra,Real Betis,9.45,1 Bundesliga,2017,M. Bartra
Borussia Dortmund,Jacob Bruun Larsen,VfB Stuttgart,0.18,1 Bundesliga,2017,J. Larsen
TSG 1899 Hoffenheim,Sandro Wagner,Bayern Munich,11.7,1 Bundesliga,2017,S. Wagner
1. FC Köln,Konstantin Rausch,Dynamo Moscow,1.35,1 Bundesliga,2017,K. Rausch
Hertha BSC,Sebastian Langkamp,Werder Bremen,0.9,1 Bundesliga,2017,S. Langkamp
SC Freiburg,Onur Bulut,E. Braunschweig,0.81,1 Bundesliga,2017,O. Bulut
FC Schalke 04,Fabian Reese,Greuther Fürth,0.045,1 Bundesliga,2017,F. Reese
Eintracht Frankfurt,Andersson Ordóñez,LDU Quito,0.374,1 Bundesliga,2017,A. Ordóñez
Bayer 04 Leverkusen,Admir Mehmedi,VfL Wolfsburg,7.2,1 Bundesliga,2017,A. Mehmedi
Bayer 04 Leverkusen,André Ramalho,RB Salzburg,0.72,1 Bundesliga,2017,A. Ramalho
FC Augsburg,Konstantinos Stafylidis,Stoke City,0.54,1 Bundesliga,2017,K. Stafylidis
FC Augsburg,Erik Thommy,VfB Stuttgart,0.45,1 Bundesliga,2017,E. Thommy
FC Augsburg,Marvin Friedrich,Union Berlin,0.27,1 Bundesliga,2017,M. Friedrich
1.FSV Mainz 05,Viktor Fischer,FC Copenhagen,2.43,1 Bundesliga,2017,V. Fischer
1.FSV Mainz 05,Fabian Frei,FC Basel,1.35,1 Bundesliga,2017,F. Frei
1.FSV Mainz 05,Jairo Samperio,UD Las Palmas,0.315,1 Bundesliga,2017,J. Samperio
VfL Wolfsburg,Mario Gómez,VfB Stuttgart,2.7,1 Bundesliga,2017,M. Gómez
VfB Stuttgart,Simon Terodde,1. FC Köln,2.7,1 Bundesliga,2017,S. Terodde
Bayern Munich,Mario Götze,Bor. Dortmund,19.8,1 Bundesliga,2016,M. Götze
Bayern Munich,Pierre-Emile Höjbjerg,Southampton,13.5,1 Bundesliga,2016,P. Höjbjerg
Bayern Munich,Sebastian Rode,Bor. Dortmund,10.8,1 Bundesliga,2016,S. Rode
Bayern Munich,Medhi Benatia,Juventus,2.7,1 Bundesliga,2016,M. Benatia
Borussia Dortmund,Henrikh Mkhitaryan,Man Utd,37.8,1 Bundesliga,2016,H. Mkhitaryan
Borussia Dortmund,Mats Hummels,Bayern Munich,31.5,1 Bundesliga,2016,M. Hummels
Borussia Dortmund,Ilkay Gündogan,Man City,24.3,1 Bundesliga,2016,I. Gündogan
Borussia Dortmund,Jakub Blaszczykowski,VfL Wolfsburg,4.5,1 Bundesliga,2016,J. Blaszczykowski
Borussia Dortmund,Moritz Leitner,Lazio,1.35,1 Bundesliga,2016,M. Leitner
Bayer 04 Leverkusen,Christoph Kramer,Bor. M'gladbach,13.5,1 Bundesliga,2016,C. Kramer
Bayer 04 Leverkusen,Levin Öztunali,1.FSV Mainz 05,4.5,1 Bundesliga,2016,L. Öztunali
Bayer 04 Leverkusen,Jonas Meffert,SC Freiburg,1.08,1 Bundesliga,2016,J. Meffert
Bayer 04 Leverkusen,Kyriakos Papadopoulos,RB Leipzig,0.9,1 Bundesliga,2016,K. Papadopoulos
Bayer 04 Leverkusen,André Ramalho,1.FSV Mainz 05,0.45,1 Bundesliga,2016,A. Ramalho
Borussia Mönchengladbach,Granit Xhaka,Arsenal,40.5,1 Bundesliga,2016,G. Xhaka
Borussia Mönchengladbach,Marlon Ritter,F. Düsseldorf,0.09,1 Bundesliga,2016,M. Ritter
FC Schalke 04,Leroy Sané,Man City,46.8,1 Bundesliga,2016,L. Sané
FC Schalke 04,Christian Clemens,1.FSV Mainz 05,1.8,1 Bundesliga,2016,C. Clemens
FC Schalke 04,Robert Leipertz,FC Ingolstadt,1.35,1 Bundesliga,2016,R. Leipertz
FC Schalke 04,Marco Höger,1. FC Köln,1.17,1 Bundesliga,2016,M. Höger
FC Schalke 04,Marvin Friedrich,FC Augsburg,0.9,1 Bundesliga,2016,M. Friedrich
FC Schalke 04,Kaan Ayhan,F. Düsseldorf,0.45,1 Bundesliga,2016,K. Ayhan
1.FSV Mainz 05,Loris Karius,Liverpool,5.58,1 Bundesliga,2016,L. Karius
1.FSV Mainz 05,Julian Baumgartlinger,Bay. Leverkusen,3.6,1 Bundesliga,2016,J. Baumgartlinger
1.FSV Mainz 05,Christoph Moritz,1.FC K'lautern,0.225,1 Bundesliga,2016,C. Moritz
Hertha BSC,Tolga Cigerci,Galatasaray,2.7,1 Bundesliga,2016,T. Cigerci
Hertha BSC,Roy Beerens,Reading,0.9,1 Bundesliga,2016,R. Beerens
Hertha BSC,Hajime Hosogai,VfB Stuttgart,0.63,1 Bundesliga,2016,H. Hosogai
VfL Wolfsburg,André Schürrle,Bor. Dortmund,27.0,1 Bundesliga,2016,A. Schürrle
VfL Wolfsburg,Bas Dost,Sporting CP,10.67,1 Bundesliga,2016,B. Dost
VfL Wolfsburg,Max Kruse,Werder Bremen,6.75,1 Bundesliga,2016,M. Kruse
VfL Wolfsburg,Dante,OGC Nice,2.25,1 Bundesliga,2016,Dante
VfL Wolfsburg,Patrick Drewes,Preußen Münster,0.045,1 Bundesliga,2016,P. Drewes
VfL Wolfsburg,Moritz Sprenger,1.FC Magdeburg,0.045,1 Bundesliga,2016,M. Sprenger
1. FC Köln,Yannick Gerhardt,VfL Wolfsburg,11.7,1 Bundesliga,2016,Y. Gerhardt
1. FC Köln,Kevin Vogt,TSG Hoffenheim,2.7,1 Bundesliga,2016,K. Vogt
Hamburger SV,Kerem Demirbay,TSG Hoffenheim,4.23,1 Bundesliga,2016,K. Demirbay
Hamburger SV,Zoltán Stieber,1.FC K'lautern,0.225,1 Bundesliga,2016,Z. Stieber
